0.021637,0.019156,0.323453,-0.008349,-0.023509,0.210673,0.105013,0.025583,2.513274,0.418879,0.366519,-0.026191
-0.029636,0.035178,0.376183,-0.008349,-0.023509,0.210673,0.090036,0.041504,2.513274,0.418879,0.366519,-0.026191
-0.027361,0.036372,0.376100,-0.008349,-0.023509,0.210673,0.086818,0.039526,2.513274,0.418879,0.366519,-0.026191
-0.125655,0.032151,-0.012011,-0.083951,0.095486,0.000172,0.074734,0.052139,2.199115,0.000000,0.000000,-0.012686
-0.091841,-0.023465,0.019412,-0.101291,0.120398,-0.021058,0.050828,-0.046974,2.199115,0.000000,0.000000,-0.012686
-0.132647,0.017001,-0.008892,-0.101291,0.120398,-0.021058,0.127606,-0.034754,2.199115,0.000000,0.000000,-0.012686
-0.120984,-0.094113,0.049129,-0.101291,0.120398,-0.021058,0.108199,0.074953,2.199115,0.000000,0.000000,-0.012686
-0.051109,0.038745,0.270267,-0.039482,-0.023291,0.192901,0.074558,0.107039,1.727876,0.209440,0.052360,-0.015926
-0.068713,0.098556,0.242282,-0.039493,-0.023420,0.192903,0.105211,0.030702,1.727876,0.209440,0.052360,-0.015926
-0.059386,0.032241,0.229842,-0.039493,-0.023420,0.192903,0.114849,0.064729,1.727876,0.209440,0.052360,-0.015926
-0.064319,0.048315,0.230413,-0.039493,-0.023420,0.192903,0.112856,0.021235,1.727876,0.209440,0.052360,-0.015926
-0.043688,0.108612,0.251286,-0.011947,-0.025659,0.174918,0.076618,0.034610,1.727876,0.052360,0.261799,-0.019767
-0.031505,0.059878,0.251548,-0.011781,-0.026056,0.174813,0.066965,0.111700,1.727876,0.052360,0.261799,-0.019767
-0.024856,0.053624,0.248505,-0.011781,-0.026056,0.174813,0.109813,0.072596,1.727876,0.052360,0.261799,-0.019767
-0.049930,0.050447,0.291765,-0.011781,-0.026056,0.174813,0.068438,0.043704,1.727876,0.052360,0.261799,-0.019767
-0.020808,0.105810,0.243341,0.006009,0.011879,0.362553,0.060329,0.115182,2.670354,0.000000,0.209440,-0.012535
0.021205,0.105124,0.249109,-0.000651,0.017852,0.330684,0.117915,0.065857,2.670354,0.000000,0.209440,-0.012535
0.015638,0.038838,0.251132,-0.000651,0.017852,0.330684,0.093829,0.091623,2.670354,0.000000,0.209440,-0.012535
0.015190,0.035386,0.253823,-0.000651,0.017852,0.330684,0.074701,0.107004,2.670354,0.000000,0.209440,-0.012535
-0.079972,-0.002690,0.203482,0.022741,-0.002255,0.118018,0.070162,0.069928,1.727876,0.261799,0.209440,-0.012489
-0.052955,-0.059257,0.304585,0.020417,-0.001726,0.118691,0.061551,0.145077,1.727876,0.261799,0.209440,-0.012489
-0.068530,0.002158,0.223424,0.020417,-0.001726,0.118691,0.075615,0.070547,1.727876,0.261799,0.209440,-0.012489
-0.054570,-0.008658,0.276710,0.020417,-0.001726,0.118691,0.074380,0.088543,1.727876,0.261799,0.209440,-0.012489
-0.177306,0.008967,0.213066,0.018567,-0.023459,0.166575,0.084985,0.098533,1.256637,0.366519,0.471239,-0.024573
-0.066774,0.002700,0.317313,0.021624,-0.021300,0.167678,0.020452,0.081100,1.256637,0.366519,0.471239,-0.024573
-0.114968,0.072105,0.243028,0.021624,-0.021300,0.167678,0.070241,0.108780,1.256637,0.366519,0.471239,-0.024573
-0.138398,0.071051,0.240873,0.021624,-0.021300,0.167678,0.066177,0.050602,1.256637,0.366519,0.471239,-0.024573
-0.040753,0.028010,0.374781,-0.020769,-0.021174,0.219747,0.109628,0.072918,2.042035,0.314159,0.523599,-0.022824
-0.040567,0.027909,0.374520,-0.010245,-0.014539,0.216490,0.117609,0.059777,2.042035,0.314159,0.523599,-0.022824
-0.040562,0.027904,0.374512,-0.010245,-0.014539,0.216490,0.112097,0.011460,2.042035,0.314159,0.523599,-0.022824
-0.022571,0.011938,0.338529,-0.010245,-0.014539,0.216490,0.121192,0.052055,2.042035,0.314159,0.523599,-0.022824
-0.047819,0.078052,0.306222,-0.043488,-0.016440,0.267279,0.043026,0.123526,1.099557,0.261799,0.418879,-0.020042
-0.093734,0.062562,0.359547,-0.045986,-0.020086,0.266246,0.035012,0.074847,1.099557,0.261799,0.418879,-0.020042
-0.157262,0.147767,0.239919,-0.045986,-0.020086,0.266246,0.108533,0.034025,1.099557,0.261799,0.418879,-0.020042
-0.051172,0.051651,0.292599,-0.045986,-0.020086,0.266246,0.081398,0.029894,1.099557,0.261799,0.418879,-0.020042
-0.069935,0.040729,0.249680,-0.042270,-0.017032,0.262178,0.065779,0.066656,0.942478,0.523599,0.052360,-0.014324
-0.073676,0.046186,0.244842,-0.042504,-0.011481,0.257450,0.076471,0.105805,0.942478,0.523599,0.052360,-0.014324
-0.072612,0.044029,0.245946,-0.042504,-0.011481,0.257450,0.084464,0.039282,0.942478,0.523599,0.052360,-0.014324
-0.090548,0.057929,0.245478,-0.042504,-0.011481,0.257450,0.069491,0.109796,0.942478,0.523599,0.052360,-0.014324
-0.076655,0.014569,0.279295,0.014992,-0.020389,0.122748,0.034548,0.146611,1.570796,0.523599,0.157080,-0.019085
-0.106652,0.073980,0.186778,0.014835,-0.020135,0.122781,0.081400,0.048429,1.570796,0.523599,0.157080,-0.019085
-0.091836,0.032896,0.164479,0.014835,-0.020135,0.122781,0.086334,0.056561,1.570796,0.523599,0.157080,-0.019085
-0.091293,0.033561,0.164759,0.014835,-0.020135,0.122781,0.059248,0.115681,1.570796,0.523599,0.157080,-0.019085
-0.079945,0.018908,0.213937,0.029770,-0.009546,0.118393,0.062224,0.069638,1.884956,0.418879,0.104720,-0.021104
-0.072304,0.012521,0.198445,0.017897,-0.002090,0.120844,0.079904,0.053158,1.729632,0.261799,0.204179,-0.012672
-0.074273,0.010452,0.200242,0.020738,-0.001482,0.131744,0.083120,0.051953,1.729464,0.261799,0.204684,-0.012652
-0.070811,0.014286,0.198850,0.018546,-0.002955,0.118237,0.077605,0.056723,1.728906,0.261799,0.206467,-0.012590
